5.0 ;0
6.0 ;0
7.0 ;0
8.0 ;0
9.0 ;0
10.0 ;0
11.0 ;0
12.0 ;0
13.0 ;0
14.0 ;0
15.0 ;0
16.0 ;0
17.0 ;0
18.0 ;0
19.0 ;0
20.0 ;0
21.0 ;0
22.0 ;0
23.0 ;0
24.0 ;0
25.0 ;0
26.0 ;0
27.0 ;0
28.0 ;0
29.0 ;0
30.0 ;0
31.0 ;0
32.0 ;0
33.0 ;0
34.0 ;0
35.0 ;0
36.0 ;0
37.0 ;0
38.0 ;0
39.0 ;0
40.0 ;0
41.0 ;0
42.0 ;0
43.0 ;0
44.0 ;0
45.0 ;0
46.0 ;0
47.0 ;0
48.0 ;0
49.0 ;0
50.0 ;0
51.0 ;0
52.0 ;0
53.0 ;0
54.0 ;0
55.0 ;0
56.0 ;0
57.0 ;0
58.0 ;0
59.0 ;0
60.0 ;0
61.0 ;0
62.0 ;0
63.0 ;0
64.0 ;0
65.0 ;0
66.0 ;0
67.0 ;0
68.0 ;0
69.0 ;0
70.0 ;0
71.0 ;0
72.0 ;0
73.0 ;0
74.0 ;0
75.0 ;0
76.0 ;0
77.0 ;0
78.0 ;0
79.0 ;0
80.0 ;0
81.0 ;0
82.0 ;0
83.0 ;0
84.0 ;0
85.0 ;0
86.0 ;0
87.0 ;0
88.0 ;0
89.0 ;0
90.0 ;0
91.0 ;0
92.0 ;0
93.0 ;0
94.0 ;0
95.0 ;0
96.0 ;0
97.0 ;0
98.0 ;0
99.0 ;0
100.0 ;0
101.0 ;0
102.0 ;0
103.0 ;0
104.0 ;0
105.0 ;0
106.0 ;0
107.0 ;0
108.0 ;0
109.0 ;0
110.0 ;0
111.0 ;0
112.0 ;0
113.0 ;0
114.0 ;0
115.0 ;0
116.0 ;0
117.0 ;0
118.0 ;0
119.0 ;0
120.0 ;0
121.0 ;0
122.0 ;0
123.0 ;0
124.0 ;0
125.0 ;0
126.0 ;0
127.0 ;1
128.0 ;2
129.0 ;2
130.0 ;2
131.0 ;3
132.0 ;1
133.0 ;1
134.0 ;1
135.0 ;1
136.0 ;1
137.0 ;1
138.0 ;1
139.0 ;1
140.0 ;1
141.0 ;1
142.0 ;1
143.0 ;1
144.0 ;1
145.0 ;1
146.0 ;1
147.0 ;1
148.0 ;1
149.0 ;1
150.0 ;1
151.0 ;1
152.0 ;1
153.0 ;1
154.0 ;1
155.0 ;1
156.0 ;1
157.0 ;1
158.0 ;1
159.0 ;1
160.0 ;1
161.0 ;2
162.0 ;2
163.0 ;2
164.0 ;2
165.0 ;2
166.0 ;2
167.0 ;2
168.0 ;3
169.0 ;3
170.0 ;3
171.0 ;3
172.0 ;3
173.0 ;3
174.0 ;3
175.0 ;2
176.0 ;2
177.0 ;2
178.0 ;2
179.0 ;2
180.0 ;2
181.0 ;1
182.0 ;1
184.0 ;1
187.0 ;1
188.0 ;1
189.0 ;0
191.0 ;1
192.0 ;1
195.0 ;1
197.0 ;1
198.0 ;2
199.0 ;2
201.0 ;1
203.0 ;0
207.0 ;0
208.0 ;0
210.0 ;0
211.0 ;0
212.0 ;0
214.0 ;0
216.0 ;0
220.0 ;0
221.0 ;0
223.0 ;0
224.0 ;0
225.0 ;0
227.0 ;0
228.0 ;0
234.0 ;0
236.0 ;0
239.0 ;0
241.0 ;0
243.0 ;0
244.0 ;0
246.0 ;0
249.0 ;0
250.0 ;0
252.0 ;1
253.0 ;1
254.0 ;1
256.0 ;1
257.0 ;2
260.0 ;2
261.0 ;2
262.0 ;2
264.0 ;2
266.0 ;2
268.0 ;1
269.0 ;1
272.0 ;1
273.0 ;1
274.0 ;1
276.0 ;2
279.0 ;2
280.0 ;2
281.0 ;2
282.0 ;1
283.0 ;1
284.0 ;1
285.0 ;1
289.0 ;2
291.0 ;2
292.0 ;2
294.0 ;2
295.0 ;2
297.0 ;2
298.0 ;3
300.0 ;3
302.0 ;2
303.0 ;2
304.0 ;3
305.0 ;3
306.0 ;3
309.0 ;4
