5.0 ;0
6.0 ;0
7.0 ;0
8.0 ;0
9.0 ;0
10.0 ;0
11.0 ;0
12.0 ;0
13.0 ;0
14.0 ;0
15.0 ;0
16.0 ;0
17.0 ;0
18.0 ;0
19.0 ;0
20.0 ;0
21.0 ;0
22.0 ;0
23.0 ;0
24.0 ;0
25.0 ;0
26.0 ;0
27.0 ;0
28.0 ;0
29.0 ;0
30.0 ;0
31.0 ;0
32.0 ;0
33.0 ;0
34.0 ;0
35.0 ;0
36.0 ;0
37.0 ;0
38.0 ;0
39.0 ;1
40.0 ;1
41.0 ;1
42.0 ;1
43.0 ;1
44.0 ;1
45.0 ;0
46.0 ;0
47.0 ;0
48.0 ;0
49.0 ;0
50.0 ;1
51.0 ;0
52.0 ;0
53.0 ;0
54.0 ;0
55.0 ;0
56.0 ;0
57.0 ;0
58.0 ;0
59.0 ;1
60.0 ;1
61.0 ;1
62.0 ;0
63.0 ;0
64.0 ;1
65.0 ;1
66.0 ;1
67.0 ;0
68.0 ;0
69.0 ;1
70.0 ;1
71.0 ;1
72.0 ;2
73.0 ;3
74.0 ;3
75.0 ;3
76.0 ;3
77.0 ;3
78.0 ;3
79.0 ;3
80.0 ;3
81.0 ;4
82.0 ;4
83.0 ;4
84.0 ;2
85.0 ;2
86.0 ;2
87.0 ;4
88.0 ;4
89.0 ;4
90.0 ;4
91.0 ;4
92.0 ;4
93.0 ;3
94.0 ;4
95.0 ;4
96.0 ;4
97.0 ;4
98.0 ;5
99.0 ;5
100.0 ;4
101.0 ;4
102.0 ;4
103.0 ;5
104.0 ;4
105.0 ;4
106.0 ;4
107.0 ;4
108.0 ;4
109.0 ;5
110.0 ;5
111.0 ;4
112.0 ;5
113.0 ;5
114.0 ;5
115.0 ;5
116.0 ;5
117.0 ;4
118.0 ;5
119.0 ;6
120.0 ;6
121.0 ;6
122.0 ;7
123.0 ;6
124.0 ;6
125.0 ;6
126.0 ;6
127.0 ;7
128.0 ;8
129.0 ;8
130.0 ;7
131.0 ;8
132.0 ;8
133.0 ;8
134.0 ;7
135.0 ;7
136.0 ;7
137.0 ;7
138.0 ;6
139.0 ;8
140.0 ;8
141.0 ;8
142.0 ;8
143.0 ;8
144.0 ;8
145.0 ;8
146.0 ;8
147.0 ;7
148.0 ;8
149.0 ;8
150.0 ;7
151.0 ;7
152.0 ;7
153.0 ;7
154.0 ;7
155.0 ;8
156.0 ;8
157.0 ;8
158.0 ;8
159.0 ;8
160.0 ;8
161.0 ;9
162.0 ;10
163.0 ;10
164.0 ;10
165.0 ;9
166.0 ;10
167.0 ;10
168.0 ;10
169.0 ;10
170.0 ;10
171.0 ;9
172.0 ;8
173.0 ;8
174.0 ;8
175.0 ;7
176.0 ;8
177.0 ;9
178.0 ;9
179.0 ;9
180.0 ;9
181.0 ;9
182.0 ;10
184.0 ;10
187.0 ;9
188.0 ;9
189.0 ;10
191.0 ;11
192.0 ;11
195.0 ;10
197.0 ;9
198.0 ;10
199.0 ;9
201.0 ;10
203.0 ;10
207.0 ;11
208.0 ;8
210.0 ;9
211.0 ;9
212.0 ;9
214.0 ;9
216.0 ;10
220.0 ;11
221.0 ;10
223.0 ;11
224.0 ;11
225.0 ;10
227.0 ;9
228.0 ;10
234.0 ;9
236.0 ;10
239.0 ;9
241.0 ;8
243.0 ;9
244.0 ;10
246.0 ;9
249.0 ;8
250.0 ;9
252.0 ;10
253.0 ;9
254.0 ;8
256.0 ;8
257.0 ;9
260.0 ;8
261.0 ;9
262.0 ;10
264.0 ;9
266.0 ;10
268.0 ;10
269.0 ;9
272.0 ;10
273.0 ;10
274.0 ;10
276.0 ;10
279.0 ;11
280.0 ;12
281.0 ;11
282.0 ;11
283.0 ;11
284.0 ;11
285.0 ;11
289.0 ;12
291.0 ;12
292.0 ;13
294.0 ;12
295.0 ;11
297.0 ;10
298.0 ;11
300.0 ;11
302.0 ;11
303.0 ;11
304.0 ;12
305.0 ;12
306.0 ;13
309.0 ;14
